,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Material_4,Material_5,Feature_9,Feature_10,Feature_11
86,men,2019-01-06,87,Skins Men's DNAmic Compression Long Tights,skins,156.03,https://www.amazon.com/Skins-Mens-DNAmic-Compression-Tights/dp/B01C8Q6JSA,Polyamide(Nylon) Blended,Spandex >= 21%,all/any Spandex,溼度管理,涼爽透氣,提升運動效能設計,抗紫外線,,,,,,,,,
87,men,2019-01-06,88,Under Armour Men's HeatGear Armour Printed ? Compression Leggings,underarmour,64.44,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B00U8TG4WG,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,反光功能,抗紫外線,四面彈,單向導溼快乾,舒適伸展,,,,,,
88,men,2019-01-06,89,NEKO SPORTS Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings Running Tights Long Pant,nekosports,12.45,https://www.amazon.com/NEKO-SPORTS-Compression-Baselayer-Leggings/dp/B07654JQVH,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,蒸發性涼感,涼爽透氣,人體工學舒適設計,單向導溼快乾,,,,Polyester Blended,,,,
89,men,2019-01-06,90,NIKE Men's Pro Combat Hyperwarm Compression Lite Tights,nike,71.47,https://www.amazon.com/NIKE-Combat-Hyperwarm-Compression-Tights/dp/B07CNT623B,Polyester Blended,,,提升運動效能設計,結構性透氣,人體工學舒適設計,單向導溼快乾,舒適平滑縫合,,,,,,,,
90,men,2019-01-06,91,Nike Pro Zonal Strength Men's Training Tights Grey - Metallic,nike,76.99,https://www.amazon.com/Nike-Zonal-Strength-Training-Tights/dp/B07879D28K,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,結構性透氣,四面彈,單向導溼快乾,舒適平滑縫合,,,,,,,
91,men,2019-01-06,92,1Bests Men’s 2 Pieces Sports Fitness Camouflage Tight Set Running Quick-Drying Breathable Compression T-Shirts + Pants,1bests,17.93,https://www.amazon.com/1Bests-Camouflage-Quick-Drying-Breathable-Compression/dp/B01MG8K403,all/any Spandex,Cotton Blended,Polyester Blended,蒸發性涼感,提升運動效能設計,涼爽透氣,人體工學舒適設計,抗紫外線,單向導溼快乾,,,Spandex <= 10%,,,,
92,men,2019-01-06,93,Showtime Men's Low Rise Leggings Thermal Pant Printed Compression Tight Pants,showtime,15.49,https://www.amazon.com/Showtime-Leggings-Thermal-Printed-Compression/dp/B00NGLZCLC,Spandex <= 10%,Green Cellulose,Cotton Blended,蒸發性涼感,環保訴求,提升運動效能設計,涼爽透氣,人體工學舒適設計,單向導溼快乾,,,all/any Spandex,Modal Blended,,,
93,men,2019-01-06,94,CW-X Men's Stabilyx Running Tights,cwx,107.47,https://www.amazon.com/CW-X-Mens-Stabilyx-Running-Tights/dp/B00C409AIC,Spandex 11~20%,all/any Spandex,,蒸發性涼感,,,,,,,,,,,,
94,men,2019-01-06,95,CW-X Men's 3/4 Capri Stabilyx High Performance Compression Sports Tights,cwx,90.23,https://www.amazon.com/CW-X-Stabilyx-Performance-Compression-Sports/dp/B01LY9GN99,Spandex 11~20%,all/any Spandex,,反光功能,蒸發性涼感,提升運動效能設計,單向導溼快乾,,,,,,,,,
95,men,2019-01-06,96,Odlo Performance Warm Leggings - AW18,odlo,59.38,https://www.amazon.com/Odlo-Performance-Warm-Leggings-AW18/dp/B07HYW694G,,,,一體成型,人體工學舒適設計,溼度管理,保暖禦寒,單向導溼快乾,舒適伸展,,,,,,,
96,men,2019-01-06,97,ARCITON Men's Professional Compression Tight Pants Base Layer Running Leggings,arciton,19.99,https://www.amazon.com/ARCITON-Professional-Compression-Running-Leggings/dp/B01CFGMM8Y,Polyester Blended,all/any Spandex,,提升運動效能設計,,,,,,,,,,,,
97,men,2019-01-06,98,Gore Mythos 2.0 Windstopper SO Tights,gore,290.56,https://www.amazon.com/Gore-Mythos-2-0-Windstopper-Tights/dp/B00NB5P10A,all/any Spandex,Spandex <= 10%,,涼爽透氣,反光功能,防風機能,透濕,撥水,防水,舒適伸展,,,,,,
98,men,2019-01-06,99,"Kapow Meggings New Colorful Print Mens Leggings, Fashion and Yoga Tights, Baselayer Pants",kapowmeggings,49.99,https://www.amazon.com/Kapow-Meggings-Colorful-Leggings-Baselayer/dp/B0751PQVDY,all/any Spandex,Polyester Blended,,抗紫外線,舒適伸展,單向導溼快乾,四面彈,,,,,,,,,
99,men,2019-01-06,100,Nike Men's Power Running Tights,nike,86.25,https://www.amazon.com/Nike-Mens-Power-Running-Tights/dp/B075FTD35J,,,,提升運動效能設計,結構性透氣,單向導溼快乾,防水,,,,,,,,,
100,men,2019-01-13,1,TSLA Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings MUP19,tesla,12.48,https://www.amazon.com/TSLA-Compression-Baselayer-Sports-Leggings/dp/B07MR45P9Z,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,抗紫外線,單向導溼快乾,舒適伸展,,,,,,,,
101,men,2019-01-13,2,DRSKIN Men’s Compression Dry Cool Sports Tights Pants Baselayer Running Leggings Yoga,drskin,17.99,https://www.amazon.com/DRSKIN-Compression-Baselayer-Running-Leggings/dp/B07MLQYM5T,all/any Spandex,Spandex <= 10%,Polyester Blended,抗紫外線,單向導溼快乾,提升運動效能設計,,,,,,,,,,
102,men,2019-01-13,3,TSLA Men's Compression 3/4 Capri Shorts Baselayer Cool Dry Sports Tights MUC18/MUC08/P15,tesla,11.98,https://www.amazon.com/TSLA-Compression-Shorts-Baselayer-Sports/dp/B07MKMXPTR,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,異味控制,單向導溼快乾,抗菌功能,,,,,,,,
103,men,2019-01-13,4,Under Armour Men's HeatGear Armour Compression Leggings,underarmour,59.55,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B07DRSZDDS,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,結構性透氣,人體工學舒適設計,四面彈,單向導溼快乾,,,,,,,
104,men,2019-01-13,5,Neleus Men's 2 Pack Compression Tights Sport Running Leggings Pants,neleus,17.41,https://www.amazon.com/Neleus-Compression-Tights-Running-Leggings/dp/B07DGR2B68,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,單向導溼快乾,異味控制,舒適平滑縫合,提升運動效能設計,抗菌功能,,,,,,,
105,men,2019-01-13,6,Defender Compression Pants Men Under Jerseys Legging Shorts Tights,defender,11.99,https://www.amazon.com/Defender-Compression-Jerseys-Legging-Shorts/dp/B07FY2BXC9,all/any Spandex,Polyester Blended,,提升運動效能設計,抗紫外線,單向導溼快乾,,,,,,,,,,
106,men,2019-01-13,7,Under Armour Men's ColdGear Leggings,underarmour,84.45,https://www.amazon.com/Under-Armour-Mens-ColdGear-Leggings/dp/B078B228G5,all/any Spandex,Spandex 11~20%,Polyester Blended,四面彈,刷毛布,單向導溼快乾,保暖禦寒,結構性透氣,異味控制,,,,,,,
107,men,2019-01-13,8,Yuerlian Men's Compression Pants Cool Dry Baselayer Tights Leggings,yuerlian,20.34,https://www.amazon.com/Yuerlian-Compression-Baselayer-Tights-Leggings/dp/B072V6K9W3,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,結構性透氣,四面彈,單向導溼快乾,舒適伸展,,,,,,,
108,men,2019-01-13,9,Yuerlian Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings Running Tights,yuerlian,21.79,https://www.amazon.com/Yuerlian-Compression-Baselayer-Leggings-Running/dp/B0779C76MC,all/any Spandex,Polyester Blended,,蒸發性涼感,提升運動效能設計,單向導溼快乾,四面彈,,,,,,,,,
109,men,2019-01-13,10,COOLOMG Mens Compression Pants Baselayer Cool Dry Sports Pants Leg Tights Men Boys Youth 20+ Colors Patterns,coolomg,16.98,https://www.amazon.com/COOLOMG-Compression-Baselayer-Sports-Patterns/dp/B07C89S21M,all/any Spandex,Spandex 11~20%,Polyester Blended,抗紫外線,蒸發性涼感,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
110,men,2019-01-13,11,Defender Thermal Compression Pants Men Under Jerseys Legging Shorts Tights,defender,19.99,https://www.amazon.com/Defender-Thermal-Compression-Jerseys-Legging/dp/B07F8SKT2N,all/any Spandex,Polyester Blended,,蒸發性涼感,提升運動效能設計,抗紫外線,單向導溼快乾,,,,,,,,,
111,men,2019-01-13,12,Lavento Men's Compression Pants Baselayer Cool Dry Running Ankle Leggings Active Tights,lavento,18.49,https://www.amazon.com/Lavento-Compression-Baselayer-Running-Leggings/dp/B07CJ3194K,all/any Spandex,Spandex 11~20%,Polyester Blended,異味控制,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
112,men,2019-01-13,13,Xtextile Mens Camouflage Sports Compression Tight Leggings,xtextile,10.79,https://www.amazon.com/Xtextile-Camouflage-Sports-Compression-Leggings/dp/B07CKSMGRK,,,,一體成型,提升運動效能設計,,,,,,,,,,,
113,men,2019-01-13,14,Under Armour Mens ColdGear Reactor Legging,underarmour,116.61,https://www.amazon.com/Under-Armour-ColdGear-Reactor-Legging/dp/B01N7HHS5L,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,異味控制,四面彈,保暖禦寒,單向導溼快乾,刷毛布,,,,,,,
114,men,2019-01-13,15,Under Armour Men's HeatGear Armour Graphic Leggings,underarmour,57.13,https://www.amazon.com/Under-Armour-HeatGear-Graphic-Leggings/dp/B0711SJZ5R,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,結構性透氣,人體工學舒適設計,四面彈,單向導溼快乾,,,,,,,
115,men,2019-01-13,16,TELALEO Men's Long Compression Shorts Cool Dry Sports Tights,telaleo,16.86,https://www.amazon.com/TELALEO-Compression-Shorts-Sports-Tights/dp/B07DHL91TQ,all/any Spandex,Spandex 11~20%,Polyester Blended,人體工學舒適設計,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
116,men,2019-01-13,17,Under Armour Men's ColdGear Armour Compression Leggings,underarmour,43.74,https://www.amazon.com/Under-Armour-ColdGear-Compression-Leggings/dp/B00U8TG6H4,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,結構性透氣,四面彈,保暖禦寒,單向導溼快乾,舒適平滑縫合,刷毛布,舒適伸展,,,,,
117,men,2019-01-13,18,Defender New Men's Compression Baselayer Capri,defender,11.49,https://www.amazon.com/Defender-Mens-Compression-Baselayer-Capri/dp/B07FBTS4MH,all/any Spandex,Polyester Blended,,抗紫外線,單向導溼快乾,提升運動效能設計,,,,,,,,,,
118,men,2019-01-13,19,ARSUXEO Men's 3/4 Running Compression Tights Capri Pants K75,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Running-Compression-Tights-Capri/dp/B073347WK8,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
119,men,2019-01-13,20,Roadbox Mens Compression Pants Workout Dry Cool Sports Leggings Tights Baselayer for Running,roadbox,13.99,https://www.amazon.com/Roadbox-Compression-Workout-Leggings-Baselayer/dp/B07L316M7P,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,蒸發性涼感,涼爽透氣,人體工學舒適設計,抗紫外線,單向導溼快乾,抗菌功能,,,,,,
120,men,2019-01-13,21,Bucwild Sports 3/4 Basketball Compression Pants Tights for Youth Boys & Men by,bucwildsports,17.49,https://www.amazon.com/Bucwild-Sports-Basketball-Compression-Tights/dp/B07F1RHHRL,all/any Spandex,Polyester Blended,Spandex <= 10%,提升運動效能設計,人體工學舒適設計,抗紫外線,四面彈,單向導溼快乾,,,,,,,,
121,men,2019-01-13,22,SILKWORLD Men's 2 Pack Compression Pants Baselayer Cool Dry Sports Tights Leggings,silkworld,19.27,https://www.amazon.com/SILKWORLD-Compression-Baselayer-Sports-Leggings/dp/B077YZ4HNH,Spandex 11~20%,all/any Spandex,Silk,涼爽透氣,提升運動效能設計,保暖禦寒,,,,,,Polyester Blended,,,,
122,men,2019-01-13,23,Minaso Men's Soft Mesh Cool Dry Compression Yoga Workout Tight Shorts,minaso,15.99,https://www.amazon.com/Minaso-Compression-Workout-Tight-Shorts/dp/B07HR8NVFQ,all/any Spandex,Polyamide(Nylon) Blended,,蒸發性涼感,提升運動效能設計,涼爽透氣,結構性透氣,單向導溼快乾,,,,,,,,
123,men,2019-01-13,24,Nike Men's Power Running Tights,nike,86.25,https://www.amazon.com/Nike-Mens-Power-Running-Tights/dp/B075FTD35J,,,,提升運動效能設計,結構性透氣,單向導溼快乾,防水,,,,,,,,,
124,men,2019-01-13,25,Malavita Men Compression Pants Sports Tights Leggings Base Layers Workout Running 2 Pack,malavita,17.94,https://www.amazon.com/Malavita-Compression-Leggings-Workout-Running/dp/B07GYMPDD2,Polyester Blended,Spandex 11~20%,all/any Spandex,提升運動效能設計,涼爽透氣,,,,,,,,,,,
125,men,2019-01-13,26,Mizuno Elite 9 SL2 Kneepad,mizuno,26.99,https://www.amazon.com/Mizuno-Elite-9-SL2-Kneepad/dp/B018M4A1MM,all/any Spandex,Polyamide(Nylon) Blended,Rayon Blended,結構性透氣,單向導溼快乾,人體工學舒適設計,,,,,,Polyester Blended,,,,
126,men,2019-01-13,27,Under Armour Men's ColdGear Reactor Run Sp Tights V2,underarmour,90,https://www.amazon.com/Under-Armour-ColdGear-Reactor-Tights/dp/B0785FQSGK,Spandex 11~20%,Polyester Blended,all/any Spandex,單向導溼快乾,刷毛布,,,,,,,,,,,
127,men,2019-01-13,28,CW-X Men's Stabilyx High Performance Compression Sports Tights,cwx,90.81,https://www.amazon.com/CW-X-Stabilyx-Performance-Compression-Sports/dp/B004QM98LK,Spandex >= 21%,all/any Spandex,,蒸發性涼感,提升運動效能設計,四面彈,,,,,,,,,,
128,men,2019-01-13,29,EU Men's Compression Tight Pants Base Layer Running Leggings,eu,19.98,https://www.amazon.com/EU-Compression-Tight-Running-Leggings/dp/B071HX1TSH,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,涼爽透氣,單向導溼快乾,,,,,,,,,
129,men,2019-01-13,30,ASICS Men's Essentials Tight Bottom,asics,62.55,https://www.amazon.com/ASICS-Mens-Essentials-Tight-Bottom/dp/B00NVQH32I,all/any Spandex,Spandex <= 10%,Polyester Blended,溼度管理,,,,,,,,,,,,
130,men,2019-01-13,31,SEVENWELL Men's Compression Pants Cool Dry Gym Workout Sport Tights Running Baselayer Leggings,sevenwell,19.99,https://www.amazon.com/SEVENWELL-Compression-Workout-Baselayer-Leggings/dp/B07BFZ13RD,,,,蒸發性涼感,提升運動效能設計,一體成型,涼爽透氣,單向導溼快乾,,,,,,,,
131,men,2019-01-13,32,CW-X Women's Muscle Support Endurance Pro Full Length Compression Tight,cwx,88.5,https://www.amazon.com/CW-X-Womens-Support-Endurance-Compression/dp/B07FKKLRL2,Spandex 11~20%,all/any Spandex,,蒸發性涼感,提升運動效能設計,,,,,,,,,,,
132,men,2019-01-13,33,Siboya Men's Compression 3/4 Capri Shorts 2 Pack Baselayer Cool Dry Tights Running Pants,siboya,18.99,https://www.amazon.com/Siboya-Compression-Shorts-Baselayer-Running/dp/B07HFXWZPT,all/any Spandex,Polyester Blended,,人體工學舒適設計,單向導溼快乾,提升運動效能設計,,,,,,,,,,
133,men,2019-01-13,34,"VEEWOO Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings for Running,Workout,Training,Gym,Cycling",veewoo,20.49,https://www.amazon.com/VEEWOO-Compression-Baselayer-Leggings-Training/dp/B07DLS2ZVC,Polyester Blended,Spandex 11~20%,all/any Spandex,提升運動效能設計,涼爽透氣,蒸發性涼感,單向導溼快乾,四面彈,,,,,,,,
134,men,2019-01-13,35,Elite Sports Workout Standard MMA BJJ Spats Base Layer Compression Pants Tights,elitesports,15.49,https://www.amazon.com/Elite-Sports-Workout-Standard-Compression/dp/B076VY5BRL,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,提升運動效能設計,抗紫外線,四面彈,保暖禦寒,單向導溼快乾,,,,,,,,
135,men,2019-01-13,36,NATURET Compression Pants Baselayer Running Tights Mens Sports Cool Dry Leggings,naturetreasures,12.88,https://www.amazon.com/NATURET-Compression-Baselayer-Running-Leggings/dp/B074YXSYZG,all/any Spandex,Spandex 11~20%,Polyester Blended,提升運動效能設計,,,,,,,,,,,,
136,men,2019-01-13,37,"Nooz Men's Quick Dry Powerflex Compression Baselayer Pants, Legging Tights for Men by",nooz,13.49,https://www.amazon.com/Nooz-Powerflex-Compression-Baselayer-Legging/dp/B01N55V3P4,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,人體工學舒適設計,提升運動效能設計,,,,,,,,
137,men,2019-01-13,38,NIKE Men's Training Utility 3/4 Tights,nike,44.97,https://www.amazon.com/NIKE-Mens-Training-Utility-Tights/dp/B07FSSN4X6,,,,一體成型,單向導溼快乾,涼爽透氣,舒適平滑縫合,提升運動效能設計,,,,,,,,
138,men,2019-01-13,39,Under Armour Men's ColdGear Infrared Fitted Leggings,underarmour,74.08,https://www.amazon.com/Under-Armour-ColdGear-Infrared-Leggings/dp/B01B3HHB5U,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,結構性透氣,反射保溫機制,單向導溼快乾,刷毛布,,,,,,,
139,men,2019-01-13,40,Lavento Men's Compression Shorts Sports Baselayer Cool Dry Tights,lavento,20.49,https://www.amazon.com/Lavento-Compression-Shorts-Sports-Baselayer/dp/B07J9Q2X8Q,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,異味控制,四面彈,單向導溼快乾,舒適平滑縫合,,,,,,,
140,men,2019-01-13,41,NIKE Men's Pro Hypercool 3/4 Camo Grey/Black Tights 932418-037,nike,34.99,https://www.amazon.com/NIKE-Hypercool-Black-Tights-932418-037/dp/B07JYLR54P,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,結構性透氣,人體工學舒適設計,單向導溼快乾,舒適平滑縫合,,,,,,,,
141,men,2019-01-13,42,EU Men's Compression 3/4 Tights Base Layer Running Sports Capri Pants,eu,13.43,https://www.amazon.com/EU-Compression-Tights-Running-Sports/dp/B01LZDVFX0,Polyester Blended,Spandex 11~20%,all/any Spandex,涼爽透氣,四面彈,提升運動效能設計,,,,,,,,,,
142,men,2019-01-13,43,TSLA Men's Mesh-Panel Compression Pants Baselayer Cool Dry Sports Tights Leggings MUP79,tesla,17.48,https://www.amazon.com/TSLA-Mesh-Panel-Compression-Baselayer-Leggings/dp/B07MNYH4KP,,,,提升運動效能設計,涼爽透氣,結構性透氣,抗紫外線,單向導溼快乾,,,,,,,,
143,men,2019-01-13,44,Under Armour Men's Extreme Twill Base Leggings,underarmour,80,https://www.amazon.com/Under-Armour-Extreme-Twill-Leggings/dp/B0785GFKZ9,100% Polyester,,,刷毛布,單向導溼快乾,,,,,,,,,,,
144,men,2019-01-13,45,Under Armour Men's HeatGear Armour ? Compression Leggings,underarmour,31.41,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B00U8TG6F6,Spandex 11~20%,all/any Spandex,Polyester Blended,抗紫外線,四面彈,舒適伸展,異味控制,單向導溼快乾,提升運動效能設計,,,,,,,
145,men,2019-01-13,46,CEP Men’s Crew Cut Performance Running Socks Ultralight Short Socks,cep,18.09,https://www.amazon.com/CEP-Performance-Running-Socks-Ultralight/dp/B00KHTXLIC,,,,溼度管理,提升運動效能設計,,,,,,,,,,,
146,men,2019-01-13,47,Sanabul New Item Mens 3/4 (Three Quarter Length) Compression Base Layer Workout Jiu Jitsu Spats Tights,sanabul,16.48,https://www.amazon.com/Sanabul-Quarter-Length-Compression-Workout/dp/B078V1J5LY,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,抗紫外線,四面彈,反光功能,提升運動效能設計,,,,,,,,,
147,men,2019-01-13,48,CW-X Men's Endurance Pro Muscle Support Compression Tight,cwx,97.5,https://www.amazon.com/CW-X-Endurance-Muscle-Support-Compression/dp/B07FK76DCZ,,,,蒸發性涼感,提升運動效能設計,涼爽透氣,反光功能,單向導溼快乾,,,,,,,,
148,men,2019-01-13,49,TONLEN Men's Compression Shorts Athletic Tights Pants Leggings Packs,tonlen,23.92,https://www.amazon.com/TONLEN-Compression-Shorts-Athletic-Leggings/dp/B07G9WZXW3,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,涼爽透氣,人體工學舒適設計,四面彈,單向導溼快乾,,,,,,,
149,men,2019-01-13,50,Under Armour Men's ColdGear Run Tights,underarmour,75,https://www.amazon.com/Under-Armour-Mens-ColdGear-Tights/dp/B077XPXKJW,Spandex 11~20%,all/any Spandex,Polyester Blended,刷毛布,單向導溼快乾,,,,,,,,,,,
