Product,Brand,Gender,Features,Materials,Price,Listed_Date,Url
Logo Elastic Women's 3/4 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",40,2020-01-05,https://us.puma.com/en/us/pd/logo-elastic-womens-3%2F4-leggings/518944.html?dwvar_518944_color=03
Feel It Women's Mesh 7/8 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",55,2020-01-05,https://us.puma.com/en/us/pd/feel-it-womens-mesh-7%2F8-leggings/518934.html?dwvar_518934_color=02
Logo Elastic Women's 7/8 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",45,2020-01-05,https://us.puma.com/en/us/pd/logo-elastic-womens-7%2F8-leggings/518945.html?dwvar_518945_color=01
Classics Women's Tight Top,PUMA,women,"微氣候的舒適調節,涼爽透氣
","Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",30,2020-01-05,https://us.puma.com/en/us/pd/classics-womens-tight-top/595375.html?dwvar_595375_color=01
Essential Graphic Women's Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",35,2020-01-05,https://us.puma.com/en/us/pd/essential-graphic-womens-leggings/843705.html?dwvar_843705_color=04
Women's Windgates? II Legging,Columbia,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex >= 21%
",65,2020-01-05,https://www.columbia.com/womens-windgates-ii-legging-1885831.html
Nike Power Men's Running Tights,NIKE,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",80,2020-01-05,https://www.nike.com/t/power-mens-running-tights-TJcrrh/CJ5371-070
Nike Yoga Luxe Women's 7/8 Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
",100,2020-01-05,https://www.nike.com/t/yoga-luxe-womens-7-8-tights-Q6FgLQ/CJ4203-073
Nike Pro Women's Tights,NIKE,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyester,100% Polyester
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",50,2020-01-05,https://www.nike.com/t/pro-womens-tights-qk2nl3/AO9968-017
Nike Pro Women's 7/8 Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,100% Polyester
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",50,2020-01-05,https://www.nike.com/t/pro-womens-7-8-tights-HVLN6V/AO9970-298
Nike Sportswear Women's Leggings,NIKE,women,,"Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",55,2020-01-05,https://www.nike.com/t/sportswear-womens-leggings-SWX2Tc/CJ3693-814
Nike City Ready Women's 7/8 Running Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
",120,2020-01-05,https://www.nike.com/t/city-ready-womens-7-8-running-tights-mFxwnP/CK1930-010
Nike One Women's Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",55,2020-01-05,https://www.nike.com/t/one-womens-tights-7DFfzp/AJ8827-432
Nike Sportswear Women's Printed High-Waisted Leggings,NIKE,women,,"Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",50,2020-01-05,https://www.nike.com/t/sportswear-womens-printed-high-waisted-leggings-0ZTwTc/CJ3727-010
BMW M Motorsport Women's Leggings,PUMA,women,,"Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",50,2020-01-05,https://us.puma.com/en/us/pd/bmw-m-motorsport-womens-leggings/596364.html?dwvar_596364_color=01
Logo Graphic Women's 7/8 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
微氣候的舒適調節,涼爽透氣
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyester,Polyester Blended
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",50,2020-01-05,https://us.puma.com/en/us/pd/logo-graphic-womens-7%2F8-leggings/518337.html?dwvar_518337_color=11
Last Lap Graphic Women's 3/4 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
",45,2020-01-05,https://us.puma.com/en/us/pd/last-lap-graphic-womens-3%2F4-leggings/518908.html?dwvar_518908_color=01
RTG Women's Tight Shorts,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyester,Polyester Blended
Nature,Cotton,Cotton Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",30,2020-01-05,https://us.puma.com/en/us/pd/rtg-womens-tight-shorts/581753.html?dwvar_581753_color=01
Last Lap Women's Graphic Leggings,PUMA,women,"微氣候的舒適調節,涼爽透氣
機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
",55,2020-01-05,https://us.puma.com/en/us/pd/last-lap-womens-graphic-leggings/518909.html?dwvar_518909_color=01
Luxe Eclipse Women's 7/8 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Spandex,Spandex 11~20%
",55,2020-01-05,https://us.puma.com/en/us/pd/luxe-eclipse-womens-7%2F8-leggings/518920.html?dwvar_518920_color=03
Feel It Women's Mesh 7/8 Leggings,PUMA,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",55,2020-01-05,https://us.puma.com/en/us/pd/feel-it-womens-mesh-7%2F8-leggings/518934.html?dwvar_518934_color=04
Be Bold AOP Women's 7/8 Leggings,PUMA,women,"結構設計,提升運動效能設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",55,2020-01-05,https://us.puma.com/en/us/pd/be-bold-aop-womens-7%2F8-leggings/518325.html?dwvar_518325_color=11
Evide Women's High Waisted Tight Shorts,PUMA,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",45,2020-01-05,https://us.puma.com/en/us/pd/evide-womens-high-waisted-tight-shorts/596307.html?dwvar_596307_color=01
Women's AOP Leggings,PUMA,women,,"Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",40,2020-01-05,https://us.puma.com/en/us/pd/womens-aop-leggings/596252.html?dwvar_596252_color=01
Studio Lux Bold High-Rise Tights 2.0,Reebok,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-01-05,https://www.reebok.com/us/studio-lux-bold-high-rise-tights-2.0/FK5300.html
Reebok Lux High-Rise Tights 2.0,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",60,2020-01-05,https://www.reebok.com/us/reebok-lux-high-rise-tights-2.0/FP9198.html
Classics Vector Logo Leggings,Reebok,women,,"Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",35,2020-01-05,https://www.reebok.com/us/classics-vector-logo-leggings/FL9424.html
Studio High-Rise Tights,Reebok,women,,"Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",70,2020-01-05,https://www.reebok.com/us/studio-high-rise-tights/FK5306.html
Reebok CrossFit? Mesh Lux Tights,Reebok,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
結構設計,舒適伸展,舒適平滑縫合
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",70,2020-01-05,https://www.reebok.com/us/reebok-crossfit-mesh-lux-tights/FJ5316.html
Reebok CrossFit? Lux Tights,Reebok,women,"結構設計,舒適伸展,舒適平滑縫合
環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
Eco-friendly Fiber,Recycled Polyester / PET
",70,2020-01-05,https://www.reebok.com/us/reebok-crossfit-lux-tights/FK4360.html
Reebok CrossFit? Lux 3/4 Tights,Reebok,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",60,2020-01-05,https://www.reebok.com/us/reebok-crossfit-lux-3-4-tights/FK4368.html
Classics Linear Leggings,Reebok,women,,"Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",40,2020-01-05,https://www.reebok.com/us/classics-linear-leggings/FK2775.html
Reebok Lux Tights 2.0,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-01-05,https://www.reebok.com/us/reebok-lux-tights-2.0/FP9193.html
Workout Ready Capri Tights,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",35,2020-01-05,https://www.reebok.com/us/workout-ready-capri-tights/FQ0395.html
Reebok CrossFit? Mesh Lux Tights,Reebok,women,"結構設計,舒適伸展,舒適平滑縫合
環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
Eco-friendly Fiber,Recycled Polyester / PET
",70,2020-01-05,https://www.reebok.com/us/reebok-crossfit-mesh-lux-tights/FK4370.html
Studio High-Rise Mesh Tights,Reebok,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",50,2020-01-05,https://www.reebok.com/us/studio-high-rise-mesh-tights/FI6822.html
Combat Jacquard Lux Tights,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",60,2020-01-05,https://www.reebok.com/us/combat-jacquard-lux-tights/FK2429.html
Reebok Lux High-Rise Tights 2.0,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",60,2020-01-05,https://www.reebok.com/us/reebok-lux-high-rise-tights-2.0/FP9196.html
Studio High-Rise Tights,Reebok,women,,"Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",70,2020-01-05,https://www.reebok.com/us/studio-high-rise-tights/FI6810.html
Reebok Lux Tights 2.0,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-01-05,https://www.reebok.com/us/reebok-lux-tights-2.0/FP9195.html
Classics Linear Leggings,Reebok,women,,"Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",40,2020-01-05,https://www.reebok.com/us/classics-linear-leggings/FJ3309.html
Classics Vector Logo Leggings,Reebok,women,,"Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",35,2020-01-05,https://www.reebok.com/us/classics-vector-logo-leggings/FL9425.html
Meet You There Tights,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",45,2020-01-05,https://www.reebok.com/us/meet-you-there-tights/FK6786.html
One Series Running ACTIVCHILL 3/4 Tights,Reebok,women,"微氣候的舒適調節,涼爽透氣
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,蒸發性涼感
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Eco-friendly Fiber,Recycled Polyester / PET
",50,2020-01-05,https://www.reebok.com/us/one-series-running-activchill-3-4-tights/FJ4027.html
Reebok Meet You There Allover Print Leggings - Turquoise ,Reebok,women,,"Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",34.97,2020-01-05,https://www.reebok.com/us/meet-you-there-allover-print-leggings/FK6743.html
One Series Running Reflective Tights,Reebok,men,"機能添加,反光功能
環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",65,2020-01-05,https://www.reebok.com/us/one-series-running-reflective-tights/FK6574.html
Workout Ready Compression Tights,Reebok,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",35,2020-01-05,https://www.reebok.com/us/workout-ready-compression-tights/FP9107.html
Men's UA RUSH? Run Stamina Tights,UNDER ARMOUR,men,"機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
機能添加,異味控制
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",90,2020-01-05,https://www.underarmour.com/en-us/m-ua-rush-run-stamina-tight/pid1350150
Men's UA Qualifier Speedpocket Perforated Tights,UNDER ARMOUR,men,"機能添加,反光功能
結構設計,舒適伸展,四面彈
微氣候的舒適調節,防風防雨,防水機能,防水
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",80,2020-01-05,https://www.underarmour.com/en-us/ua-m-qualifier-speedpocket-perforated-ti/pid1350111
